Game_Type,Board_Size,Game_ID,Player_1_Strategy,Player_2_Strategy,Winner,Total_Moves,Avg_UCT_Entropy,Avg_TS_Entropy,Avg_UCT_Time,Avg_TS_Time
GomokuState,15,101,UCT,Thompson,Thompson,30,5.288809968900958,5.022462928787012,20.77352604866028,19.178816286722817
GomokuState,15,102,Thompson,UCT,Thompson,29,5.299503618706167,4.982348207914683,20.79105634348733,19.558817911148072
GomokuState,15,103,UCT,Thompson,Thompson,38,5.272328049970496,5.038898346441954,21.057670066231175,19.598231139935944
GomokuState,15,104,Thompson,UCT,Thompson,35,5.279575793376413,5.008518190220405,20.40905273661894,19.177657948599922
GomokuState,15,105,UCT,Thompson,UCT,35,5.2755622984945045,5.182179765500163,19.8782090610928,19.159401108236874
GomokuState,15,106,Thompson,UCT,Thompson,33,5.2842529876118896,4.997634948460613,21.338649451732635,19.967096763498642
GomokuState,15,107,UCT,Thompson,Thompson,36,5.278086715650186,4.984219533534056,20.556198093626236,18.93358353773753
GomokuState,15,108,Thompson,UCT,Thompson,23,5.309761074443699,4.990837523588815,22.598346775228325,20.926159262657166
GomokuState,15,109,UCT,Thompson,Thompson,18,5.316926290901149,4.933955494282296,21.72924868265788,19.391005569034153
GomokuState,15,110,Thompson,UCT,Thompson,17,5.323415985078831,4.857364777583482,19.967674434185028,18.132653580771553
GomokuState,15,111,UCT,Thompson,Thompson,40,5.267800126924238,5.02308773650884,17.079604077339173,15.767480075359344
GomokuState,15,112,Thompson,UCT,Thompson,19,5.316457516145006,4.948588753772993,18.34156600634257,16.805988788604736
GomokuState,15,113,UCT,Thompson,UCT,37,5.271478382141707,5.190674363757419,16.814775780627603,16.197286499871147
GomokuState,15,114,Thompson,UCT,UCT,44,5.247425354921098,5.173682194763993,16.353159286759116,15.975478529930115
GomokuState,15,115,UCT,Thompson,Thompson,20,5.318459453879669,4.894886984181097,18.87561466693878,16.93078076839447
GomokuState,15,116,Thompson,UCT,Thompson,27,5.297650309038791,5.028824734259871,17.80948706773611,16.624872139522008
GomokuState,15,117,UCT,Thompson,Thompson,30,5.294312744323245,4.971436711972498,17.883186070124307,16.42772849400838
GomokuState,15,118,Thompson,UCT,Thompson,37,5.274611459807256,4.996383206034577,17.36413029829661,16.298390815132542
GomokuState,15,119,UCT,Thompson,Thompson,32,5.2862575930845,4.977941121807829,17.708643659949303,16.17279127240181
GomokuState,15,120,Thompson,UCT,Thompson,25,5.30909862668548,4.970236622300757,17.704842925071716,16.4732068501986
GomokuState,15,11,UCT,Thompson,Thompson,30,5.293265608038508,4.981093835448729,20.745821364720662,19.207868830362955
GomokuState,15,12,Thompson,UCT,Thompson,21,5.3144254384812,4.902902373716526,21.742740416526793,19.983319824392144
GomokuState,15,13,UCT,Thompson,Thompson,32,5.283267744280765,4.98830930676232,21.28572876751423,19.50102286040783
GomokuState,15,14,Thompson,UCT,UCT,30,5.284008156822828,5.1954597559066915,20.122107776006064,19.71153906186422
GomokuState,15,15,UCT,Thompson,Thompson,28,5.300544513299068,5.012094129148112,18.959012389183044,17.445566415786743
GomokuState,15,16,Thompson,UCT,Thompson,35,5.280458537895912,4.999470093079938,20.001974428401272,18.799803641107346
GomokuState,15,17,UCT,Thompson,Thompson,32,5.288984439945466,4.980414557241153,19.055318102240562,17.442188784480095
GomokuState,15,18,Thompson,UCT,UCT,34,5.276338921503282,5.188731662302857,18.437067676992978,18.132428856456983
GomokuState,15,19,UCT,Thompson,Thompson,24,5.305488171600787,4.982669806976415,20.307542085647583,18.475283821423847
GomokuState,15,20,Thompson,UCT,Thompson,23,5.307902593932155,4.939170300706581,19.471780733628705,17.855959852536518
GomokuState,15,121,UCT,Thompson,Thompson,36,5.278018578192604,4.996688534948062,15.999459372626411,14.966921276516384
GomokuState,15,122,Thompson,UCT,UCT,20,5.314275696977376,5.228898990223119,16.61860728263855,16.548183274269103
GomokuState,15,123,UCT,Thompson,UCT,29,5.289429645779313,5.217341267952803,16.32935973803202,15.77885617528643
GomokuState,15,124,Thompson,UCT,Thompson,19,5.317553293463352,4.87397777019771,16.874082326889038,15.37600381374359
GomokuState,15,125,UCT,Thompson,UCT,49,5.236108486974066,5.16385369739099,14.983854503631592,14.53105608622233
GomokuState,15,126,Thompson,UCT,Thompson,17,5.319107849191588,4.934875386621528,16.988154500722885,15.60491426785787
GomokuState,15,127,UCT,Thompson,Thompson,32,5.291047683882295,5.020634027327235,15.923454508185387,14.853144720196724
GomokuState,15,128,Thompson,UCT,Thompson,35,5.279689519873229,4.988907524298745,15.79216053906609,14.898220247692532
GomokuState,15,129,UCT,Thompson,Thompson,22,5.312026067971164,4.929039220298194,16.31076355413957,14.913056286898525
GomokuState,15,130,Thompson,UCT,Thompson,33,5.2843830089841655,5.023698478922401,15.618078723549843,14.74123789282406
GomokuState,15,131,UCT,Thompson,UCT,25,5.300030340785659,5.226635200999711,24.814684831179104,23.95967036485672
GomokuState,15,132,Thompson,UCT,UCT,32,5.2804657201576735,5.20326395009385,23.906782165169716,23.256798952817917
GomokuState,15,133,UCT,Thompson,UCT,31,5.281966261955137,5.205517591725864,23.40880459547043,22.509198474884034
GomokuState,15,134,Thompson,UCT,Thompson,31,5.289258970704903,5.035484878431088,22.700833479563396,21.154163897037506
GomokuState,15,135,UCT,Thompson,Thompson,24,5.308568015793624,4.958486593041781,23.15429683526357,21.12154096364975
GomokuState,15,136,Thompson,UCT,Thompson,29,5.295518762584726,4.992491855734358,22.467580914497375,20.755382378896076
GomokuState,15,137,UCT,Thompson,UCT,33,5.28121976823011,5.195545801755254,22.18938085612129,21.27086605131626
GomokuState,15,138,Thompson,UCT,Thompson,33,5.283403607357082,5.0150568024476545,21.205801382660866,19.81544864878935
GomokuState,15,139,UCT,Thompson,Thompson,20,5.313702901037593,4.877303813799138,24.365967631340027,21.78301167488098
GomokuState,15,140,Thompson,UCT,UCT,36,5.272569117695912,5.190850419920221,23.07144882943895,22.388493683603073
