Game_Type,Board_Size,Game_ID,Player_1_Strategy,Player_2_Strategy,Winner,Total_Moves,Avg_UCT_Entropy,Avg_TS_Entropy,Avg_UCT_Time,Avg_TS_Time
GomokuState,15,41,UCT,Thompson,UCT,23,5.30454402262546,5.2345509535641845,34.272842248280845,33.12642895091664
GomokuState,15,42,Thompson,UCT,UCT,24,5.297802909375053,5.220810555651364,34.65323440233866,33.97595417499542
GomokuState,15,43,UCT,Thompson,Thompson,26,5.305887876052115,4.938315903473572,34.50891806529118,31.525415053734413
GomokuState,15,44,Thompson,UCT,UCT,20,5.309762153240678,5.240255010846385,35.101817631721495,34.41101248264313
GomokuState,15,45,UCT,Thompson,UCT,27,5.292108381344016,5.2173891941927035,34.28281448568617,33.13293264462398
GomokuState,15,46,Thompson,UCT,Thompson,15,5.3306363192043,4.784778822212366,35.58663436344692,31.775042206048965
GomokuState,15,47,UCT,Thompson,Thompson,18,5.324884709164463,4.771727150833126,35.36898631519742,31.52894441286723
GomokuState,15,48,Thompson,UCT,Thompson,29,5.295472409349077,4.963750662776401,33.36511680058071,31.080653937657676
GomokuState,15,49,UCT,Thompson,Thompson,24,5.308892971513445,4.893124602488158,33.91043323278427,30.611804087956745
GomokuState,15,50,Thompson,UCT,Thompson,13,5.334661642774518,4.735709084882857,35.02527105808258,31.068699019295828
