Game_Type,Board_Size,Game_ID,Player_1_Strategy,Player_2_Strategy,Winner,Total_Moves,Avg_UCT_Entropy,Avg_TS_Entropy,Avg_Hybrid_Entropy,Avg_UCT_Time,Avg_TS_Time,Avg_Hybrid_Time
HexState,11,71,Hybrid,Thompson,Thompson,42,0,4.339543317225375,4.554948877030135,0,51.375311227071855,36.88147419974918
HexState,11,72,Thompson,Hybrid,Thompson,47,0,4.248420794712469,4.517909672668834,0,28.020749708016712,28.473880809286367
HexState,11,73,Hybrid,Thompson,Hybrid,53,0,4.400581800436717,4.47435285135203,0,33.06802810155428,33.73902781804403
HexState,11,74,Thompson,Hybrid,Thompson,41,0,4.384309970684581,4.562737314876281,0,36.116444337935675,36.68824743032455
HexState,11,75,Hybrid,Thompson,Thompson,62,0,4.142461098919522,4.426805226734863,0,35.78288482850598,37.18135004658853
HexState,11,76,Thompson,Hybrid,Thompson,59,0,4.200250700882092,4.445259115938248,0,30.411565574010215,31.475173547350128
HexState,11,77,Hybrid,Thompson,Hybrid,47,0,4.46579156212039,4.519755615426666,0,36.80228615843731,36.91883820295334
HexState,11,78,Thompson,Hybrid,Hybrid,56,0,4.385095837640406,4.451776866850162,0,32.88793420791626,32.83088772637503
HexState,11,79,Hybrid,Thompson,Hybrid,49,0,4.417923783294991,4.494917824577868,0,30.063809146483738,30.374824075698854
HexState,11,80,Thompson,Hybrid,Hybrid,74,0,4.235290603610213,4.3186582828812705,0,27.905349950532656,27.89185206310169
