Game_Type,Board_Size,Game_ID,Player_1_Strategy,Player_2_Strategy,Winner,Total_Moves,Avg_UCT_Entropy,Avg_TS_Entropy,Avg_Hybrid_Entropy,Avg_UCT_Time,Avg_TS_Time,Avg_Hybrid_Time
HexState,11,91,Hybrid,Thompson,Hybrid,69,0,4.255299955427425,4.330422787598448,0,34.71155879778021,25.627154799870084
HexState,11,92,Thompson,Hybrid,Hybrid,40,0,4.486892143283824,4.541800023614806,0,37.120194947719575,38.08354848623276
HexState,11,93,Hybrid,Thompson,Thompson,34,0,4.321668563791089,4.595633622906534,0,35.01259754685795,35.52437951985527
HexState,11,94,Thompson,Hybrid,Thompson,53,0,4.262962964979321,4.4860377802198625,0,35.03117518071775,35.88380190042349
HexState,11,95,Hybrid,Thompson,Hybrid,47,0,4.436389002365482,4.512125136507906,0,28.586542316105056,28.92903657754262
HexState,11,96,Thompson,Hybrid,Thompson,35,0,4.277276056957882,4.586563436632886,0,37.35239456759559,38.98466894205879
HexState,11,97,Hybrid,Thompson,Thompson,50,0,4.218560186192626,4.505341070215548,0,35.34600728988647,36.16436993598938
HexState,11,98,Thompson,Hybrid,Thompson,53,0,4.316284810529807,4.479744111479806,0,35.33784898122152,35.58169683126303
HexState,11,99,Hybrid,Thompson,Thompson,52,0,4.240705035796766,4.492223019390493,0,34.144409408936134,35.49040558704963
HexState,11,100,Thompson,Hybrid,Thompson,55,0,4.214447230246396,4.4672294861512665,0,29.063765951565333,29.536398463779026
