Game_Type,Board_Size,Game_ID,Player_1_Strategy,Player_2_Strategy,Winner,Total_Moves,Avg_UCT_Entropy,Avg_TS_Entropy,Avg_Hybrid_Entropy,Avg_UCT_Time,Avg_TS_Time,Avg_Hybrid_Time
HexState,11,11,Hybrid,Thompson,Hybrid,49,0,4.452969563525724,4.506666681612103,0,25.79017424583435,26.117007751464843
HexState,11,12,Thompson,Hybrid,Thompson,35,0,4.308676044043823,4.584998852117159,0,32.94720992777083,34.389098714379706
HexState,11,13,Hybrid,Thompson,Hybrid,45,0,4.466989118793858,4.5291057429940045,0,31.19488900358027,32.05153205083764
HexState,11,14,Thompson,Hybrid,Thompson,53,0,4.209050167734872,4.485196633921029,0,30.511048767301773,31.321023124914902
HexState,11,15,Hybrid,Thompson,Thompson,52,0,4.123163358456875,4.489673435226629,0,26.910387231753422,27.9758761204206
HexState,11,16,Thompson,Hybrid,Thompson,49,0,4.252481521414393,4.503547167419652,0,25.802450790405274,26.21773134668668
HexState,11,17,Hybrid,Thompson,Thompson,36,0,4.364103029816229,4.582380605401307,0,36.20771869023641,37.21513740221659
HexState,11,18,Thompson,Hybrid,Thompson,37,0,4.317449408693176,4.580196507960486,0,32.97256462197555,33.802824444241
HexState,11,19,Hybrid,Thompson,Thompson,38,0,4.3383017759760625,4.56582573143896,0,25.97498022882562,27.016181644640472
HexState,11,20,Thompson,Hybrid,Thompson,65,0,4.148254677158454,4.4009937128286785,0,30.20206844445431,31.2300056964159
