Game_Type,Board_Size,Game_ID,Player_1_Strategy,Player_2_Strategy,Winner,Total_Moves,Avg_UCT_Entropy,Avg_TS_Entropy,Avg_UCT_Time,Avg_TS_Time
HexState,11,1,UCT,Thompson,UCT,83,4.26131070585043,4.176394884820599,3.004626909891764,3.0090479908919914
HexState,11,2,Thompson,UCT,Thompson,93,4.205195484661978,4.015851222522058,2.8759758783423384,2.864347513685835
HexState,11,3,UCT,Thompson,Thompson,78,4.322280120491816,4.145625910875799,2.504681862317599,2.4589226796076846
HexState,11,4,Thompson,UCT,Thompson,65,4.419173570917956,4.252389879826809,2.6497745662927628,2.612991058465206
HexState,11,5,UCT,Thompson,UCT,91,4.198660160681291,4.091155874447316,2.9362096890159277,2.922921069463094
HexState,11,6,Thompson,UCT,Thompson,85,4.263831331398603,4.072412634434991,2.618103572300502,2.6133005175479624
HexState,11,7,UCT,Thompson,Thompson,80,4.313132629138321,4.156456264164064,2.818058007955551,2.7731801152229307
HexState,11,8,Thompson,UCT,UCT,78,4.299065818639252,4.19911011177608,3.1366809881650486,3.117718953352708
HexState,11,9,UCT,Thompson,Thompson,84,4.278424429020531,4.081024003111519,3.1504052877426147,3.1080147482099987
HexState,11,10,Thompson,UCT,Thompson,69,4.376126917840317,4.1988913849611675,2.9722386528463924,2.9205267701830184
