Game_Type,Board_Size,Game_ID,Player_1_Strategy,Player_2_Strategy,Winner,Total_Moves,Avg_UCT_Entropy,Avg_TS_Entropy,Avg_UCT_Time,Avg_TS_Time
GomokuState,15,441,UCT,Thompson,Thompson,86,5.143216983143544,5.095156958101341,1.2057571688363717,1.162036041880763
GomokuState,15,442,Thompson,UCT,UCT,72,5.177449364167571,5.158242347549177,1.0844395359357197,1.0878596372074552
GomokuState,15,443,UCT,Thompson,Thompson,90,5.124814231975402,5.082307943685727,1.049157894982232,1.0167397340138753
GomokuState,15,444,Thompson,UCT,Thompson,97,5.096991131155291,5.067206810851718,0.9157481491565704,0.8977026793421531
GomokuState,15,445,UCT,Thompson,Thompson,92,5.12060222981128,5.072052895446302,1.0550718048344487,1.0299177636270938
GomokuState,15,446,Thompson,UCT,Thompson,73,5.1755541823223155,5.148531167929202,1.0555126468340557,1.041141516453511
GomokuState,15,447,UCT,Thompson,Thompson,74,5.171680000668527,5.1424743192746325,1.0827318139978357,1.0549621388718888
GomokuState,15,448,Thompson,UCT,UCT,100,5.091172820609868,5.052365690964615,1.0097961807250977,0.9983565425872802
GomokuState,15,449,UCT,Thompson,Thompson,90,5.118088121967908,5.084460908885073,0.9233197530110677,0.8873847802480062
GomokuState,15,450,Thompson,UCT,Thompson,81,5.157727920665347,5.116531420381198,0.9877273499965668,0.9671342082139922
