Game_Type,Board_Size,Game_ID,Player_1_Strategy,Player_2_Strategy,Winner,Total_Moves,Avg_UCT_Entropy,Avg_TS_Entropy,Avg_UCT_Time,Avg_TS_Time
HexState,6,1,UCT,Thompson,UCT,15,3.2446931803249432,3.207615710052306,0.9688447713851929,0.9072197505405971
HexState,6,2,Thompson,UCT,Thompson,21,3.142188253228431,2.5949505490893454,0.923942232131958,0.8691315867684104
HexState,6,3,UCT,Thompson,Thompson,14,3.3120915845178485,2.536866223997948,1.1366259029933385,0.9719698429107666
HexState,6,4,Thompson,UCT,Thompson,15,3.2992654015907847,2.81145338135316,0.8894429888044085,0.8554530143737793
HexState,6,5,UCT,Thompson,UCT,15,3.2342720516321,3.2226420797039514,1.0423493683338165,1.0001410416194372
HexState,6,6,Thompson,UCT,Thompson,15,3.3024776669238642,2.783748135188655,0.879720960344587,0.8112964332103729
HexState,6,7,UCT,Thompson,UCT,15,3.1811005154389544,3.198715285818501,1.1132624745368958,1.1234474182128906
HexState,6,8,Thompson,UCT,UCT,16,3.1062231255512844,3.1601946767436955,1.0615667402744293,1.0634480118751526
HexState,6,9,UCT,Thompson,Thompson,12,3.3639561648427225,2.7349707111381627,0.8784000476201376,0.762412945429484
HexState,6,10,Thompson,UCT,UCT,16,3.158680794979527,3.194029978496415,0.8459378480911255,0.8610568046569824
HexState,6,11,UCT,Thompson,Thompson,18,3.2476536732337427,2.582590684692949,0.8498753441704644,0.7488845454321967
HexState,6,12,Thompson,UCT,Thompson,17,3.2373215872989953,2.6495162812132214,0.9592659771442413,0.8828925291697184
HexState,6,13,UCT,Thompson,UCT,17,3.1154010671612635,3.12682574804756,0.9367733796437582,0.9286560118198395
HexState,6,14,Thompson,UCT,Thompson,15,3.2676064525829642,2.630643666566983,1.1364127227238245,1.0094624161720276
HexState,6,15,UCT,Thompson,UCT,21,2.9625671032160636,2.9784906204513475,1.0121188813989812,0.9454460144042969
HexState,6,16,Thompson,UCT,Thompson,29,2.8421324117083744,2.310724939142025,0.7253368071147374,0.6614345073699951
HexState,6,17,UCT,Thompson,UCT,17,3.1901325267770044,3.1344754774243317,0.9613268905215793,0.9187764823436737
HexState,6,18,Thompson,UCT,Thompson,17,3.2142413368624436,2.485454056159589,1.1616524755954742,1.031089146931966
HexState,6,19,UCT,Thompson,UCT,13,3.258841189934412,3.173509274044509,1.1185475076947893,1.0626111030578613
HexState,6,20,Thompson,UCT,UCT,18,3.1453304598135827,3.1038013727734577,0.9370544221666124,0.9546430375840929
