Game_Type,Board_Size,Game_ID,Player_1_Strategy,Player_2_Strategy,Winner,Total_Moves,Avg_UCT_Entropy,Avg_TS_Entropy,Avg_UCT_Time,Avg_TS_Time
HexState,11,50,Thompson,UCT,UCT,42,4.531857615821144,4.4355470845486495,61.21800838197981,60.09341590745108
